Rank,Name,Nationality,Age,Points,Year
55,TAPIA Belen,CHILE,22,113,2012
56,NOVANDA Elga Kharisma,INDONESIA,19,104,2012
57,OLIVER Lacey,AUSTRALIA,19,97,2012
58,KORTMAN Baylie,UNITED STATES OF AMERICA,21,96,2012
59,VAN DE PERRE Tori,BELGIUM,19,91,2012
60,BOUDOUX Mélanie,FRANCE,32,90,2012
60,YUE Cong,PEOPLE'S REPUBLIC OF CHINA,31,90,2012
62,DE ALMEIDA SILVA Naiara,BRAZIL,20,87,2012
63,SCHRIMPF Afton,UNITED STATES OF AMERICA,28,85,2012
64,PITTS Madison,UNITED STATES OF AMERICA,23,81,2012
64,SLOANE Gemma,AUSTRALIA,19,81,2012
64,CORLOBE Pauline,FRANCE,20,81,2012
67,TOMEI Courtney,UNITED STATES OF AMERICA,25,77,2012
68,ORELLANA Jesly,BOLIVARIAN REPUBLIC OF VENEZUELA,27,70,2012
68,KOMNATOVA Ekaterina,RUSSIAN FEDERATION,22,70,2012
70,FARIAS Stephany,MEXICO,19,67,2012
71,WOLCOTT Taylor,UNITED STATES OF AMERICA,19,66,2012
72,THONGMEE Duangkamon,THAILAND,21,62,2012
73,YALI Yang,PEOPLE'S REPUBLIC OF CHINA,20,55,2012
74,HAO Cui,PEOPLE'S REPUBLIC OF CHINA,20,54,2012
75,FLORES Beibilet,BOLIVARIAN REPUBLIC OF VENEZUELA,22,50,2012
75,LE ROUX Enora,FRANCE,19,50,2012
75,WANG Siyangzi,PEOPLE'S REPUBLIC OF CHINA,19,50,2012
78,KORTMAN Keely,UNITED STATES OF AMERICA,19,48,2012
78,ROSAS BAEZ Keissy Andrea,BOLIVARIAN REPUBLIC OF VENEZUELA,19,48,2012
80,BIRON Sarah,CANADA,21,42,2012
80,GOMEZ ECHEVERRY Estefania,COLOMBIA,21,42,2012
82,LIYUN Ma,PEOPLE'S REPUBLIC OF CHINA,24,41,2012
82,PRASOETSRI Nicha,THAILAND,19,41,2012
84,PATINO Irina,BOLIVARIAN REPUBLIC OF VENEZUELA,23,40,2012
84,WONGWAI Nutsuda,THAILAND,22,40,2012
86,BESKHMELNOVA Marina,RUSSIAN FEDERATION,24,37,2012
87,PATTERSON Michele,UNITED STATES OF AMERICA,27,35,2012
87,FROLOVA Maria,RUSSIAN FEDERATION,19,35,2012
89,ANDERSON Erin,AUSTRALIA,21,32,2012
89,HINDMO Caroline,SWEDEN,22,32,2012
91,MARTINS Ana,PORTUGAL,30,30,2012
91,TORRERO VELASCO Daria,SPAIN,20,30,2012
91,THAKSAPORN Khaowsuan,THAILAND,25,30,2012
91,LAURITS Triinu,ESTONIA,30,30,2012
91,SPADARYK Darya,BELARUS,19,30,2012
96,CURTIS Leanna,AUSTRALIA,19,27,2012
97,FRIAS Karla,BOLIVARIAN REPUBLIC OF VENEZUELA,20,26,2012
98,CAIRNS Michelle,UNITED STATES OF AMERICA,36,25,2012
98,MAYCROFT Frances,UNITED STATES OF AMERICA,22,25,2012
100,DIQUEZ RODRIGUEZ Kimmy Andreina,BOLIVARIAN REPUBLIC OF VENEZUELA,27,24,2012
101,APPLEWHITE Courtney,UNITED STATES OF AMERICA,21,23,2012
102,IIBATA Miki,JAPAN,27,20,2012
102,MONTAGUE Michelle,NEW ZEALAND,19,20,2012
102,PAVLOVA Aleksandra,LITHUANIA,20,20,2012
102,RENSCH Marina,GERMANY,23,20,2012
102,ALBER Kadi,ESTONIA,27,20,2012
102,GARCIA RAMIREZ Goreti Anahi,MEXICO,20,20,2012
102,KACHANOVA Angelina,BELARUS,19,20,2012
109,MONTENEGRO Nataly,BOLIVARIAN REPUBLIC OF VENEZUELA,20,18,2012
110,ORTIZ Karla,CHILE,26,16,2012
111,HOPKINS Catherine,AUSTRALIA,23,15,2012
111,NICOLET Cindy,SWITZERLAND,20,15,2012
111,LANUZA Thaise,BRAZIL,24,15,2012
111,PUZINAITE Skirmante,LITHUANIA,22,15,2012
111,WATANABE Kaede,JAPAN,19,15,2012
111,MÜLLER Anna-Katharina,GERMANY,20,15,2012
111,CONCEIÇÃO Susana,PORTUGAL,19,15,2012
111,AGUAYO Rayen,CHILE,23,15,2012
111,SCHIJNS  Melanie,BELGIUM,19,15,2012
111,BARBUZANO DIAZ Salome,SPAIN,19,15,2012
111,MUJICA Jana,BOLIVARIAN REPUBLIC OF VENEZUELA,20,15,2012
111,ESPEJO AGUILAR Monica,MEXICO,47,15,2012
111,SHCHURKO Ilona,BELARUS,19,15,2012
124,BELLO Arianna,BOLIVARIAN REPUBLIC OF VENEZUELA,24,14,2012
124,LIRA Eribeth,BOLIVARIAN REPUBLIC OF VENEZUELA,20,14,2012
126,SEGURA Viviana,CHILE,21,13,2012
127,HARRINGTON Lindsay,CANADA,22,12,2012
127,DE SOUZA OLIVEIRA Luana Maria,BRAZIL,21,12,2012
127,ALANIS Erika,MEXICO,21,12,2012
127,ANDRIANOVA Olga,RUSSIAN FEDERATION,20,12,2012
127,LOMAKOVA Margarita,RUSSIAN FEDERATION,19,12,2012
127,GUEDES Ana,PORTUGAL,28,12,2012
127,JESTER Alicia,GERMANY,19,12,2012
127,KAVALIAUSKAITE Kristina,LITHUANIA,23,12,2012
135,KACHUSCHKINA Nadezhda,RUSSIAN FEDERATION,25,10,2012
135,BANDEIRA Leonor,PORTUGAL,21,10,2012
135,ZHINKOVA Ksenia,RUSSIAN FEDERATION,19,10,2012
135,GARCIA REYES Lorena,SPAIN,25,10,2012
135,GARCIA RIOS Corintia Belen,MEXICO,22,10,2012
140,KONONOVA Olga,RUSSIAN FEDERATION,21,9,2012
140,KIRILLOVA Kseniya,RUSSIAN FEDERATION,23,9,2012
140,GEDYE Hayley,NEW ZEALAND,19,9,2012
140,BERNAL ARAQUE Verónica,SPAIN,26,9,2012
140,GAUDET Ariane,CANADA,20,9,2012
140,ROMO Samantha Estefania,MEXICO,21,9,2012
146,CASTRO FERNANDEZ Eva,SPAIN,35,8,2012
146,MULLER Maria Tereza,BRAZIL,21,8,2012
146,ZHILINA Olesya,RUSSIAN FEDERATION,20,8,2012
146,VILLASENOR ARREYGUE Astrid,MEXICO,20,8,2012
150,LARSON Kaitlyn,UNITED STATES OF AMERICA,19,7,2012
150,BARROSO CABALLERO Soledad,SPAIN,27,7,2012
150,VAZQUEZ CORNEJO Martha Alicia,MEXICO,20,7,2012
153,THOMAS Eva,FRANCE,19,3,2012
154,FONTAINE Camille,FRANCE,20,2,2012
